NEW BOM ID,Component Type,PHX Class,Supplier/Manufacturer,Address,Email,Contact Number,SUPPLIER MFG LT,TRANSIT LT,AMZ Safety Days,WH Safety Days,PO Issue Days,Master Pack,MOQ,OrderingUOM,Unit Price (Published Online),Shipping Cost,Landed Cost,"Conversion ( to L, Kg, Caps, pc)",Converted Unit Price,IMS-Unit,Supplier/Manufacturer,Address,Email,Contact Number,Supplier Payment Terms,Product Link,Supplier Product ID/Model #,Description,Remarks,Alternative Supplier 1,Alternative Supplier 2,Monthly Usage,Monthly Spend,duplicate,TOTAL LT BOM MASTER,,Comments,,,,,,,,,
CLEARECOBAG-8.25x10.25,Eco Bags,C,EcoEnclose,"280 S Taylor Ave, Ste. 200 Louisville, CO 80027",jeremy@ecoenclose.com,888-445-6575 ext. 004,4,5,60,30,3,1,1000,pcs,0.0676,0.0093,0.077,1,0.077,Pcs,,,jeremy@ecoenclose.com,888-445-6575 ext. 004,NET30,https://www.ecoenclose.com/shop/poly-bags/,FS8-1000-SUFW,,,,,,,,12,,,,,,,,,,,
SPRAY-MIST-20-410-White-5.5-NEW,Top Cover,B,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,,50000,pcs,0.3329,0,0.3329,1,0.3329,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,1,17,,,,,,,,,,,
SPRAY-MIST-24-410-White-7.5-NEW,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,,50000,pcs,2.2,,2.2,1,2.2,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,1,17,,,,,,,,,,,
WL-Cucumber-Body-Lotion-8oz-HS,White Label,A,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,5000,pcs,57,4.21,61.21,1,61.21,Pcs,,,christina@healthspecialty.com,562-273-0348,NET30,,,,,,,,,,91,,,,,,,,,,,
StandMore-Portable-Standing-Desk,turnkey FG,A,"Guangzhou QingZhuang Photographic Equipment Co., Ltd.","Guangdong,Guangzhou,No. 18-1, Xialiang East Road, Xialiang Village, Taihe Town, CN",qzsd-tripod@gzbeike.com,86-020-87499043,30,20,60,30,3,1,500,pcs,70,0,70,1,70,Pcs,,,qzsd-tripod@gzbeike.com,86-020-87499043,CBS,,,,,,,,,,53,,,,,,,,,,,
LABL-AY-3.75x4.75-Body-Spray-4oz,Label,B,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.101,0,0.101,1,0.101,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,,12,,,,,,,,,,,
LABL-TA-3.94x1.625-Deep-Wrinkle-Serum-1oz,Label,,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.2682,0,0.2682,1,0.2682,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-NS-4x4-Stevia-Powder-4oz,Label,,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.4383,0,0.4383,1,0.4383,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-TA-4.75x4.75-Milia-Kit-Bundle,Label,A,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.1925,0,0.1925,1,0.1925,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-WHYZ-6.125x5-Liquid-Stevia-Drops-8oz,Label,A,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.28,0,0.28,1,0.28,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-AY-7.5x5.5-Here-Comes-The-Sun-Room-Spray-16oz,Label,C,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.4655,0,0.4655,1,0.4655,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-TA-3.75x3-Milia-Patches,Label,A,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.119,0,0.119,1,0.119,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-WHYZ-4x6-Tongkat-Ali-Powder-4oz,Label,C,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.2406,0,0.2406,1,0.2406,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-AY-3.75x4.75-Yoga-Mat-Spray-4oz,Label,C,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.1759,0,0.1759,1,0.1759,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
M1108CL-Clear-Perforated-Shrink-Band 152x51,Safety Shrink Band,,Container and Packaging,,,,7,7,60,30,3,,5000,pcs,0.038,0,0.038,1,0.038,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,,M1108CL,,,,,,,,17,,,,,,,,,,,
LABL-TA-11.313x1.625-Rough-and-Bumpy-Skin-Lotion-8oz,Label,PLC-2024,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.25,0,0.25,1,0.25,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-TA-5.75x4.75-After-Shave-Razor-Bump-8oz,Label,PLC-2024,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,30,3,,500,pcs,0.32,0,0.32,1,0.32,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
RM-Butylene-Glycol,Raw Material,PLC-2024,Talsen Chemicals,Amazon,Amazon,NA,3,10,60,30,3,,24,oz,0.5298,0.1428,0.6726,33.814,22.7426,Liter,,,,,CBS,,,,,,,,,,16,,,,,,,,,,,
RM-Cycomethicone-6,Raw Material,PLC-2024,Brambleberry,"2138 Humboldt St Bellingham, WA 98225",info@brambleberry.com,NA,4,6,60,30,3,,7,lbs,14.85,2.5714,17.4214,2.2,38.3271,Kg,,,--,877-627-7883,CBS,,,,,,,,,,13,,,,,,,,,,,
RM-Glycerin,Raw Material,PLC-2024,Brambleberry,"2138 Humboldt St Bellingham, WA 98225",info@brambleberry.com,NA,4,6,60,30,3,,1,lbs,2.99,0.5143,3.5043,2.2,7.7094,Kg,,,--,877-627-7883,CBS,,,,,,,,,,13,,,,,,,,,,,
RM-Polysorbate-80,Raw Material,PLC-2024,Brambleberry,"2138 Humboldt St Bellingham, WA 98225",info@brambleberry.com,NA,4,6,60,30,3,,1,lbs,4.77,0.5143,5.2843,2.2,11.6254,Kg,,,--,877-627-7883,CBS,,,,,,,,,,13,,,,,,,,,,,
RM-Acetylsalicylic-Acid,Raw Material,PLC-2024,"Hebei Mojin Biotechnology Co.,Ltd","No 114 Zhongshan West, Hebei Province China",angelia@hbmojin.com,86 13288715578,20,7,60,30,3,,1,kg,25,41.6667,66.6667,1,66.6667,Kg,,,angelia@hbmojin.com,86 13288715578,CBS,,,,,,,,,,30,,,,,,,,,,,
BTL-4oz-Cylinder-Round-White-24-410,CM Packaging-Container,B,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,120,60,3,,486,pcs,0.18,0,0.18,1,0.18,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pe-cylinder-round/B359,B359,,,,,,,,17,,,,,,,,,,,
LABL-NS-3.75x4.75-Liquid-Stevia-US-4oz,Label,B,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,6,3,120,60,3,,1000,pcs,0.16,0,0.16,1,0.16,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-NS-1.5X1.5-25OFF,Label,,XYMO Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,1000,60,3,,1000,pcs,0.0186,0,0.0186,1,0.0186,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
LABL-WHYZ-1.5X1.5-25OFF,Label,,XYMO Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,1000,60,3,,1000,pcs,0.0186,0,0.0186,1,0.0186,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
LABL-PS-1.5X1.5-25OFF,Label,,XYMO Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,1000,60,3,,1000,pcs,0.0186,0,0.0186,1,0.0186,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
LABL-TH-1.5X1.5-25OFF,Label,,XYMO Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,1000,60,3,,1000,pcs,0.0186,0,0.0186,1,0.0186,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
LABL-TA-1.5X1.5-25OFF,Label,,XYMO Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,1000,60,3,,1000,pcs,0.0186,0,0.0186,1,0.0186,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
LABL-AY-1.5X1.5-25OFF,Label,,XYMO Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,1000,60,3,,1000,pcs,0.0186,0,0.0186,1,0.0186,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
INSRT-CYSTIC-3.5X2-INFOCARD,Label,,XYMO Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,1000,60,3,,500,pcs,0.3,0,0.3,1,0.3,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
PCH-5oz-Stndup-BLACK-Matt,Container/Pouch,B,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,3,6,1000,60,3,,500,pcs,0.24,0,0.24,1,0.24,Pcs,,,,909-923-9588,CBS,https://www.sav-onbags.com/4-oz-Matte-Stand-Up-Pouch_p_126.html,1010-004,,,,,,,,12,,,,,,,,,,,
PCH-1oz-Stndup-BLACK-Matt,Container/Pouch,C,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,3,6,1000,60,3,,500,pcs,0.11,0,0.11,1,0.11,Pcs,,,,909-923-9588,CBS,https://www.sav-onbags.com/1-oz-Stand-Up-Pouch_p_39.html,1010-001,,,,,,,,12,,,,,,,,,,,
LABL-TN-4x5.5-Organic-Monk-Fruit-4.5oz,Label,B,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,60,30,3,,500,pcs,0.76,0,0.76,1,0.76,Pcs,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
LABL-TN-2.5x3.125-Organic-Monk-Fruit-1oz,Label,C,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,60,30,3,,500,pcs,0.65,0,0.65,1,0.65,Pcs,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
LABL-TN-3.75x2.875-Liquid-Stevia-Drops-2oz,Label,C,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,60,30,3,,500,pcs,0.18,0,0.18,1,0.18,Pcs,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
LABL-TN-6.125x5-Liquid-Stevia-Drops-8oz,Label,B,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,120,60,3,,2000,pcs,0.3859,0,0.3859,1,0.3859,Pcs,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
CAP-24-400-Twist-Cap,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,,3000,pcs,0.1105,0.0044,0.1149,1,0.1149,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,,17,,,,,,,,,,,
INSRT-DRIPCAP-3.5X2-INFOCARD,Label,,Xymo Print,"6800 Kingspointe Pkwy, Orlando, FL 32819, US",Karola.Reyes@xymoprint.com,321-276-4984,9,2,60,30,3,,1000,pcs,0.18,0,0.18,1,0.18,Pcs,,,Karola.Reyes@xymoprint.com,321-276-4984,NET30 after Shipdate,,,,,,,,,,14,,,,,,,,,,,
TA-Salicylic-Acid-Cystic-Acne-Spot-Treatment-DS,Turnkey FG,PLC-2024,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",info@divastuff.com,(386) 256-2521,30,10,60,30,3,,300,pcs,2.58,0,2.58,1,2.58,Pcs,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
LABL-AY-Fresh-Reset-Fabric-Spray-8oz,Label,C,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.26,0,0.26,1,0.26,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
RM-PWD-Potassium-Sorbate-Granulated,Raw Material,,Wholesale Supplies Plus,"7820 E Pleasant Valley Road Independence, Ohio 44131",contact@wholesalesuppliesplus.com,800-359-0944,5,5,120,60,3,,1,lbs,5.97,0,5.97,2.2,13.134,Kg,,,contact@wholesalesuppliesplus.com,800-359-0944,CBS,https://www.wholesalesuppliesplus.com/products/potassium-sorbate-granules.aspx,,,,,,,,,13,,,,,,,,,,,
1/2oz-Thick-Wall-Jar+Lid-Black,Container/Pouch,PLC-2024,SKS Bottle and Packaging,"10 Skyward Dr, Saratoga Springs, NY 12866",customersupport@sks-bottle.com,518-880-6980,2,5,120,60,3,,144,pcs,0.82,0,0.82,1,0.82,Pcs,,,customersupport@sks-bottle.com,518-880-6980,CBS,,,,,,,,,,10,,,,,,,,,,,
AY-Spot-Treatment-0.5oz-DS,Turnkey FG,B,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,120,60,3,,500,pcs,2.55,0,2.55,1,2.55,Pcs,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
TA-Milia-Treatment-0.5oz-DS,Turnkey FG,,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,120,60,3,,500,pcs,2.55,0,2.55,1,2.55,Pcs,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
TA-Acne-Body-Lotion-Cucumber-8oz-DS,Turnkey FG,A,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,60,30,3,,,pcs,5.7,0,5.7,1,5.7,Pcs,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
AY-Bootylicious-Butt-Acne-Lotion-8oz-DS,Turnkey FG,B,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,60,30,3,,,pcs,5.7,0,5.7,1,5.7,Pcs,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
AY-Celestial-Body-Acne-Body-Lotion-8oz-DS,Turnkey FG,C,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,60,30,3,,,pcs,5.5,0,5.5,1,5.5,Pcs,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
LABL-TN-4x5.5-Organic-Stevia-Extract-5oz,Label,C,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,60,60,3,,500,pcs,0.76,0,0.76,1,0.76,Pcs,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
LABL-TN-2.5x3.125-Organic-Stevia-Extract-1oz,Label,C,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,60,60,3,,500,pcs,0.65,0,0.65,1,0.65,Pcs,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
PCH-2oz-Stndup-WH-Matt,Container/Pouch,,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,30,3,1,10000,pcs,0.24,0,0.24,1,0.24,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,,72,,,,,,,,,,,
M15208CL-Clear-Perforated-Shrink-Band 152x150,Safety Shrink Band,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,,50000,pcs,0.058,0,0.058,1,0.058,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,,17,,,,,,,,,,,
LABL-PS-5.25x0.40-Methylene-Blue-5g,Label,PLC-2024,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com; tammie@wizardlabels.com,+1 (888) 277-3037,6,3,60,60,3,,200,pcs,0.2765,0,0.2765,1,0.2765,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
RM-PWD-Methylene-Blue,Raw Material,PLC-2024,"XIAMEN EQUATION CHEMICAL CO.,LTD","No.268 Haijing Road,Xiamen China",zoe.chen@equationchemical.com,86 592 6515854,10,25,60,60,3,,1,kg,371,0,371,1,371,,,,,,,,,,,,,,,,38,,,,,,,,,,,
TA-Acne-Eliminating-Face-Cleanser-8oz-DS,Turnkey FG,A,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,120,60,3,,100,pcs,4.86,0,4.86,1,4.86,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
TA-Acne-Eliminating-Face-Cleanser-3.4oz-DS,Turnkey FG,,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,60,30,3,,300,pcs,,,0,1,0,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
TA-Invisible-Acne-Spot-Treatment-0.5oz-DS,Turnkey FG,PLC-2024,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,60,30,3,,300,pcs,2.18,0,2.18,1,2.18,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
AY-Warrior-One-Spot-Treatment-0.5oz-DS,Turnkey FG,,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,60,30,3,,300,pcs,2.18,0,2.18,1,2.18,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
TA-Crepey-Skin-Repair-Treatment-8oz-DS,Turnkey FG,C,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,120,60,3,,100,pcs,6.02,0,6.02,1,6.02,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
TA-Acne-Eliminating-Body-Spray-8oz-DS,Turnkey FG,,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,120,60,3,,100,pcs,3.67,0,3.67,1,3.67,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
PCH-1oz-Stndup-WHITE-Matt,Container/Pouch,B,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,3,6,60,30,3,1,1000,pcs,0.11,0,0.11,1,0.11,,,,,909-923-9588,CBS,,,,,,,,,,12,,,,,,,,,,,
TA-Acne-Eliminating-Face-Cream-2oz-DS,Turnkey FG,PLC-2024,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,120,60,3,,100,pcs,3.3,0,3.3,1,3.3,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,43,,,,,,,,,,,
RM-PWD-Organic-Citric-Acid,Raw Material,PLC-2024,Nature's Flavor,"833 N. Elm St Orange, CA 92867",andrew.herrera@naturesflavors.com,714-744-3700,5,7,60,60,3,,1,lbs,45.3,2.234,47.534,2.2,104.5748,,,,,,,,,,,,,,,,15,,,,,,,,,,,
RM-PWD-Organic-Sugar-Cane-Alcohol-190,Raw Material,PLC-2024,"Ultra Pure, LLC","50 Old Kings HWY North Darien, CT 06820",tanya@ultrapure-usa.com,203.662.9761 x 307,5,7,60,60,3,,5,gal,79.99,18,97.99,0.264172,25.8862,,,,,,,,,,,,,,,,15,,,,,,,,,,,
LABL-NS-6.125x5-Organic-Stevia-8oz,Label,,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com,+1 (888) 277-3037,6,3,60,60,3,,500,pcs,0.28,0,0.28,1,0.28,,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-NS-6.125x5-Organic-Monk-Fruit-Liquid-drops-8oz,Label,,Wizard Labels,"4000 Hamilton Middletown Rd, Hamilton, OH 45011, USA",ashley@wizardlabels.com,+1 (888) 277-3037,6,3,60,60,3,,500,pcs,0.28,0,0.28,1,0.28,,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-TN-2.5x3.125-Monk-Fruit-Sweetener-1oz,Label,PLC-2024,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,120,60,3,,1000,pcs,0.59,0,0.59,1,0.59,,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
LABL-TN-2.5x3.125-Monk-Fruit-Sweetener-5oz,Label,PLC-2024,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,120,60,3,,1000,pcs,0.76,0,0.76,1,0.76,,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
LABL-TN-2.5x3.125-Monk-Fruit-Sweetener-1lb,Label,PLC-2024,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,120,60,3,,1000,pcs,0.89,0,0.89,1,0.89,,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,,20,,,,,,,,,,,
LABL-NS-6x5-Organic-Liquid-Stevia-US-8oz,Label,PLC-2024,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,6,3,120,60,3,,1000,pcs,0.3302,0,0.3302,1,0.3302,,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-NS-6x5-Organic-Liquid-Monk-Fruit-US-8oz,Label,PLC-2024,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,6,3,120,60,3,,1000,pcs,0.19,0,0.19,1,0.19,,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
RM-PWD-Monk-Fruit-Extract-5%,Raw Material,PLC-2024,"QINGDAO NUTRAORIGEN PHARMACHEM CO.,LTD","NO.18 HELING ROAD, 1502 UNIT 2, QINGDAO, SHANDONG, 266100 CHINA",daniel@nutraorigen.com,,5,20,90,90,3,,1,kg,25,0,25,1,25,,,,,,,,,,,,,,,,28,,,,,,,,,,,
AY-Charcoal-To-Sparkle-Acne-Wash-8oz-DS,Turnkey FG,C,Diva Stuff,"1368 N US Hwy 1 #406 Ormond Beach, Florida 32174",kym.nadeau@divastuff.com,(386) 256-2521,30,10,,,,,,,0,0,0,,0,,,,kym.nadeau@divastuff.com,(386) 256-2521,50 DP / 50 NET45,,,,,,,,,,40,,,,,,,,,,,
